"coder"	"question_id"	"item_admin"	"item_name"	"language"	"country"	"study"	"domain"	"natpoldomain"	"dom_european"	"intpoldomain"	"dom_family"	"dom_personal"	"dom_work"	"dom_consumer"	"dom_leisure"	"dom_health"	"dom_backgrou"	"dom_other"	"concept"	"conc_simple"	"conc_complex"	"socdesir"	"centrality"	"ref_period"	"form_basic"	"used_WH_word"	"WH_word"	"questiontype"	"gradation"	"balance"	"encourage"	"subjectiveop"	"opinionother"	"stimulus"	"absolute"	"scale_basic"	"ncategories"	"labels"	"labels_gramm"	"labels_order"	"scale_corres"	"scale_max"	"scale_trange"	"scale_urange"	"symmetry"	"scal_neutral"	"fixrefpoints"	"nfrequencies"	"dont_know"	"instr_interv"	"instr_respon"	"motivation"	"knowledge"	"intropresent"	"nsents_intro"	"nwords_intro"	"numsub_intro"	"intr_request"	"nsents_quest"	"nwords_quest"	"nnouns_quest"	"nabst_quest"	"nsyll_quest"	"nsub_quest"	"nnouns_ans"	"nwords_ans"	"nsyll_ans"	"nabst_ans"	"usedshowcard"	"showc_horiz"	"showc_over"	"showc_letter"	"showc_boxes"	"showc_start"	"showc_quest"	"showc_pict"	"highest_num"	"num_isents"	"question"	"battery"
"irmtraud"	1,184	"None"	"TEST32"	"fra"	"BE"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	2	2	1	0	"."	1	1	0	1	1	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	11	2	0	1	0	"."	0	"."	"."	"."	"."	4	49	9	6	61	3	1	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	0
"irmtraud"	1,185	"None"	"TEST33"	"fra"	"BE"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	2	2	1	0	"."	1	1	0	1	1	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	11	2	0	1	0	"."	0	"."	"."	"."	"."	4	49	9	6	61	3	1	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	0
"irmtraud"	1,186	"None"	"TEST34"	"fra"	"BE"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	3	2	2	1	9	1	1	0	0	0	0	0	0	0	5	3	0	2	3	"."	0	0	0	1	3	"."	2	1	0	0	"."	0	"."	"."	"."	"."	1	13	3	2	26	2	3	17	25	3	1	0	1	0	0	0	0	0	"."	"."	"."	0
"irmtraud"	1,187	"None"	"TEST35"	"fra"	"BE"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	6	"."	1	3	1	2	1	9	1	1	0	0	0	0	0	0	0	5	3	0	2	3	"."	0	0	0	1	3	"."	2	1	0	0	"."	0	"."	"."	"."	"."	1	12	4	4	23	1	3	17	25	3	1	0	1	0	0	0	0	0	"."	"."	"."	0
"irmtraud"	1,188	"None"	"TEST36"	"fra"	"BE"	"ESS Round 1"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	7	5	"."	1	3	1	2	1	9	1	1	0	0	0	0	0	0	0	5	3	0	2	3	"."	0	0	0	1	3	"."	2	1	0	0	"."	0	"."	"."	"."	"."	1	16	6	5	26	1	3	17	25	3	1	0	1	0	0	0	0	0	"."	"."	"."	0
"jukkalau"	1,189	"A1"	"TVTOT"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	8	3	0	1	1	"."	0	"."	"."	3	7	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	13	3	2	34	0	0	"."	101	0	1	0	1	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,190	"A3"	"RDTOT"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	8	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	8	3	0	1	1	"."	0	"."	"."	3	7	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	13	3	2	32	0	0	"."	101	0	1	0	1	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,191	"A5"	"NWSPTOT"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	7	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	8	3	0	1	1	"."	0	"."	"."	3	7	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	13	3	2	34	0	0	"."	101	0	1	0	1	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,192	"A8"	"PPLTRST"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	11	2	0	1	2	"."	1	1	1	1	1	"."	3	0	1	0	"."	0	"."	"."	"."	"."	3	41	11	11	94	5	1	"."	20	1	1	1	0	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,193	"A9"	"PPLFAIR"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	11	2	1	1	2	"."	1	1	1	1	1	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	22	3	3	62	2	2	"."	35	2	1	1	0	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,194	"A10"	"PPLHLP"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	11	2	1	1	2	"."	1	1	1	1	1	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	20	2	2	58	2	2	"."	33	2	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,195	"B2"	"POLCMPL"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	2	1	9	1	1	0	0	1	0	0	0	0	5	3	0	1	2	"."	0	0	"."	3	1	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	20	2	2	46	3	0	"."	14	0	1	0	1	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,196	"B3"	"POLACTIV"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	8	"."	1	1	1	2	0	"."	1	1	0	0	1	0	0	0	0	5	3	0	1	2	"."	1	1	1	1	3	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	10	2	2	37	0	0	"."	28	0	1	0	1	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,197	"B4"	"POLDCS"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	3	"."	1	1	2	2	1	10	1	1	0	0	1	0	0	0	0	5	3	0	1	1	"."	1	1	1	1	1	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	14	4	4	43	0	0	"."	27	0	1	0	1	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,198	"B7"	"TRSTPRL"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	1	1	0	1	0	0	11	2	0	1	1	"."	1	0	1	3	2	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	34	9	8	99	3	0	"."	10	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,199	"B8"	"TRSTLGL"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	","	","	","	","	","	","	","	","	1	0	0	11	2	0	1	1	"."	1	0	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	1	1	1	7	0	0	"."	10	0	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,200	"B9"	"TRSTPLC"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	1	"."	1	0	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	1	1	1	3	0	0	"."	10	0	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,201	"B30"	"STFECO"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	14	2	2	43	0	0	"."	16	0	1	1	0	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,202	"B31"	"STFGOV"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	14	2	2	39	1	0	"."	16	0	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,203	"B32"	"STFDEM"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	11	2	0	1	1	"."	1	1	1	1	3	"."	3	1	1	0	"."	0	"."	"."	"."	"."	2	12	3	3	35	1	0	"."	16	0	1	1	0	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,204	"B43"	"GINVECO"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	2	1	0	0	0	0	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	1	1	0	"."	0	"."	"."	"."	"."	1	23	6	6	69	3	0	"."	35	0	1	0	1	1	0	0	0	0	"."	"."	0	"."
"jukkalau"	1,205	"B44"	"GINCDIF"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	6	"."	1	2	1	0	","	","	","	","	","	","	","	","	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	6	2	2	27	0	0	"."	35	0	1	0	1	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,206	"B45"	"NEEDTRU"	"fin"	"FI"	"ESS Round 1"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	7	5	"."	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	8	4	4	29	0	0	"."	35	0	1	0	1	1	0	0	0	0	"."	"."	"."	"."
"jukkalau"	1,207	"None"	"TEST1A"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	3	0	0	0	"."	0	"."	"."	"."	"."	1	9	2	2	31	0	2	"."	7	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,208	"None"	"TEST2A"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	8	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	3	0	0	0	"."	0	"."	"."	"."	"."	1	9	2	2	29	0	2	"."	7	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,209	"None"	"TEST3A"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	7	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	24	3	0	0	0	"."	0	"."	"."	"."	"."	1	9	2	2	33	0	2	"."	7	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,210	"None"	"TEST4"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	2	1	11	1	1	0	0	0	0	1	0	0	5	3	0	1	1	"."	1	1	1	1	3	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	22	2	2	43	2	0	"."	26	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,211	"None"	"TEST5"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	8	"."	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	1	1	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	7	1	1	23	0	0	"."	32	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,212	"None"	"TEST6"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	1	1	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	8	1	1	26	0	0	"."	32	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,213	"None"	"TEST7"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	4	3	0	1	1	"."	1	1	1	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	31	0	0	"."	26	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,214	"None"	"TEST8"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	4	3	0	1	1	"."	1	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	31	0	0	"."	26	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,215	"None"	"TEST9"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	4	3	0	1	1	"."	1	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	23	0	0	"."	26	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,216	"None"	"TEST10"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	6	2	0	1	2	"."	1	1	1	3	0	"."	3	0	1	0	"."	0	"."	"."	"."	"."	3	40	3	3	97	5	1	"."	19	1	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,217	"None"	"TEST11"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	6	2	1	1	2	"."	1	1	1	3	0	"."	3	0	1	0	"."	0	"."	"."	"."	"."	3	20	4	4	58	2	2	"."	35	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,218	"None"	"TEST12"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	2	1	0	1	1	0	0	0	0	6	2	1	1	2	"."	1	1	1	3	0	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	20	3	3	57	2	2	"."	31	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,219	"None"	"TEST13"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	0	1	0	1	0	0	11	2	0	1	2	"."	1	0	1	3	1	"."	3	0	1	0	"."	0	"."	"."	"."	"."	4	38	9	9	89	3	0	"."	11	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,220	"None"	"TEST14"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	","	","	","	","	","	","	","	","	1	0	0	11	2	0	1	2	"."	1	0	"."	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	1	1	1	7	0	0	"."	11	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,221	"None"	"TEST15"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	11	2	0	1	2	"."	1	0	"."	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	1	1	1	3	0	0	"."	11	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,222	"None"	"TEST16"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	1	1	0	0	0	0	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	1	0	"."	0	"."	"."	"."	"."	3	21	5	5	50	1	0	"."	35	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,223	"None"	"TEST17"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	6	"."	1	2	1	0	","	","	","	","	","	","	","	","	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	6	3	3	28	0	0	"."	35	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,224	"None"	"TEST18"	"fin"	"FI"	"ESS Round 1"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	7	5	"."	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	8	4	4	29	0	0	"."	35	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,225	"None"	"TEST19"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	7	3	0	1	1	"."	0	"."	"."	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	31	0	0	"."	27	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,226	"None"	"TEST20"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	8	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	7	3	0	1	1	"."	0	"."	"."	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	29	0	0	"."	27	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,227	"None"	"TEST21"	"fin"	"FI"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	7	"."	"."	"."	5	"."	"."	1	1	2	2	1	9	1	1	0	0	0	0	0	0	0	7	3	0	1	1	"."	0	"."	"."	3	1	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	33	0	0	"."	27	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,228	"None"	"TEST22"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	2	1	11	1	1	0	0	0	0	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	1	0	"."	0	"."	"."	"."	"."	3	27	3	3	61	2	0	"."	25	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,229	"None"	"TEST23"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	8	"."	1	1	1	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	7	1	1	23	0	0	"."	32	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,230	"None"	"TEST24"	"fin"	"FI"	"ESS Round 1"	1	10	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	3	"."	1	1	2	0	"."	"."	"."	"."	"."	"."	"."	"."	1	0	0	5	3	0	2	3	"."	1	1	1	1	3	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	8	2	2	26	0	0	"."	32	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,231	"None"	"TEST25"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	1	0	0	0	0	6	2	0	1	1	"."	1	1	1	3	2	"."	3	0	1	0	"."	0	"."	"."	"."	"."	2	18	4	4	56	1	0	"."	16	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,232	"None"	"TEST26"	"fin"	"FI"	"ESS Round 1"	1	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	6	2	0	1	1	"."	1	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	10	2	2	27	0	0	"."	16	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,233	"None"	"TEST27"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	2	1	10	1	1	1	0	0	0	0	0	0	6	2	0	1	1	"."	1	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	6	2	2	22	0	0	"."	16	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,234	"None"	"TEST28"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	0	"."	1	0	0	0	1	0	0	0	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	16	2	2	37	1	1	"."	19	1	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,235	"None"	"TEST29"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	1	0	0	0	1	0	0	0	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	3	0	0	0	"."	0	"."	"."	"."	"."	2	17	3	3	59	2	2	"."	35	2	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,236	"None"	"TEST30"	"fin"	"FI"	"ESS Round 1"	11	"."	"."	"."	"."	4	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	1	0	"."	1	0	0	0	1	0	0	0	1	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	17	2	2	47	2	3	"."	31	3	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,237	"None"	"TEST31"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	0	1	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	10	3	0	1	0	"."	0	"."	"."	"."	"."	2	29	6	6	80	3	0	"."	3	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,238	"None"	"TEST32"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	2	1	0	0	1	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	10	3	0	1	0	"."	0	"."	"."	"."	"."	2	29	6	6	83	3	0	"."	3	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,239	"None"	"TEST33"	"fin"	"FI"	"ESS Round 1"	1	3	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	2	"."	"."	1	1	2	1	1	11	1	1	0	0	1	0	0	0	2	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	10	3	0	1	0	"."	0	"."	"."	"."	"."	2	29	6	6	79	3	0	"."	3	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,240	"None"	"TEST34"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	1	"."	"."	1	1	2	2	0	"."	1	1	1	0	0	0	0	0	0	5	3	0	2	3	"."	0	1	1	3	2	"."	3	0	1	0	"."	0	"."	"."	"."	"."	1	8	3	3	23	1	0	"."	33	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	0	"."
"jukkalau"	1,241	"None"	"TEST35"	"fin"	"FI"	"ESS Round 1"	1	12	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	7	6	"."	1	1	1	2	0	"."	1	1	1	0	0	0	0	0	0	5	3	0	2	3	"."	0	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	6	3	3	28	0	0	"."	33	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"jukkalau"	1,242	"None"	"TEST36"	"fin"	"FI"	"ESS Round 1"	7	"."	"."	"."	"."	"."	7	"."	"."	"."	"."	"."	7	5	"."	1	1	1	2	0	"."	1	1	1	0	0	0	0	0	0	5	3	0	2	3	"."	0	1	1	3	2	"."	3	0	0	0	"."	0	"."	"."	"."	"."	1	8	4	4	30	0	0	"."	33	0	0	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."	"."
"irmtraud"	1,405	"A1"	"TVTOT"	"cat"	"ES"	"ESS Round 1"	14	"."	"."	"."	"."	"."	"."	"."	9	"."	"."	"."	5	"."	"."	2	4	2	2	1	9	1	1	0	0	0	0	0	0	0	8	3	0	1	1	"."	0	0	0	1	7	"."	2	1	1	0	"."	0	"."	"."	"."	"."	2	20	4	2	39	1	12	49	72	12	1	0	1	0	0	0	0	0	"."	"."	"."	0
