"","absolute","avgabs_intro","avgabs_total","avgsy_total","avgwrd_intro","avgwrd_total","balance","centrality","comp_assist","concept","country","domain","dont_know","encourage","fixrefpoints","form_basic","future","gradation","instr_interv","instr_respon","interviewer","intr_request","intropresent","item_name","knowledge","labels","labels_gramm","labels_order","language","method","motivation","nabst_intro","nabst_total","ncategories","nfrequencies","nnouns_intro","nnouns_total","nsub_quest","nsyll_total","numsub_intro","nwords_intro","nwords_total","opinionother","past","position","questiontype","range.correspondence","rel","rel.est","rel.est.orig","rel.hi","rel.lo","rel.se","repetition","round.x","round.y","scal_neutral","scale_basic","scale_corres","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_quest","showc_start","socdesir","stimulus","study","subjectiveop","symmetry","used_WH_word","usedshowcard","val","val.est","val.est.orig","val.hi","val.lo","val.se","visual","from"
"2645",0,1,1,1.81818181818182,13,11,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"105.3.3",1,"2","0","2","nld",3,0,4,2,"100",NA,4,2,0,20,0,13,11,0,0,6,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 105",0,1,0,0,0.75,1.09861228866811,0.75,NA,NA,NA,1,"Old"
"2646",0,1,1,1.625,13,8,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,1,0,0,1,"105.4.3",1,"2","0","2","nld",3,0,4,1,"100",NA,4,1,0,13,0,13,8,0,0,8,"1","2",0.95,2.94443897916644,0.95,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 105",0,1,0,0,0.74,1.04596855518269,0.74,NA,NA,NA,1,"Old"
"2647",0,1,1,1.5,33,10,0,0,1,"73","NL","6","3",0,3,"2",0,1,0,1,0,0,1,"105.1.4",1,"3","0","2","nld",4,1,9,1,"5",NA,9,1,0,15,0,33,10,0,0,29,"1","2",0.84,1.65822807660353,0.84,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 105",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,1,"Old"
"2648",0,1,0,1.28571428571429,33,7,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"105.2.4",1,"3","0","2","nld",4,0,9,0,"5",NA,9,1,0,9,0,33,7,0,0,31,"1","2",0.84,1.65822807660353,0.84,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 105",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,1,"Old"
"2649",0,1,1,1.81818181818182,33,11,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"105.3.4",1,"3","0","2","nld",4,1,9,2,"5",NA,9,2,0,20,0,33,11,0,0,33,"1","2",0.88,1.99243016469021,0.88,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 105",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,1,"Old"
"2650",0,1,1,1.625,33,8,0,0,1,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"105.4.4",1,"3","0","2","nld",4,1,9,1,"5",NA,9,1,0,13,0,33,8,0,0,35,"1","2",0.85,1.73460105538811,0.85,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 105",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,1,"Old"
"2651",0,1,1,1.5,13,10,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,1,0,0,1,"106.1.1",1,"2","0","2","nld",1,1,4,1,"100",NA,4,1,0,15,0,13,10,0,0,2,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,0.66,0.663294217410264,0.66,NA,NA,NA,1,"Old"
"2652",0,1,0,1.28571428571429,13,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"106.2.1",1,"2","0","2","nld",1,0,4,0,"100",NA,4,1,0,9,0,13,7,0,0,4,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,0.71,0.895384047054841,0.71,NA,NA,NA,1,"Old"
"2653",0,1,1,1.81818181818182,13,11,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"106.3.1",1,"2","0","2","nld",1,0,4,2,"100",NA,4,2,0,20,0,13,11,0,0,6,"1","2",0.94,2.75153531304195,0.94,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,0.74,1.04596855518269,0.74,NA,NA,NA,1,"Old"
"2654",0,1,1,1.625,13,8,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,1,0,0,1,"106.4.1",1,"2","0","2","nld",1,0,4,1,"100",NA,4,1,0,13,0,13,8,0,0,8,"1","2",0.96,3.17805383034794,0.96,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,0.73,0.994622575144062,0.73,NA,NA,NA,1,"Old"
"2655",0,1,1,1.57142857142857,13,7,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,0,0,0,1,"106.1.4",0,"2","0","2","nld",4,1,4,2,"100",NA,4,2,1,11,0,13,7,0,0,37,"1","2",0.87,1.90095876119305,0.87,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,0.87,1.90095876119305,0.87,NA,NA,NA,1,"Old"
"2656",0,1,0,1.33333333333333,13,3,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"106.2.4",0,"2","0","2","nld",4,0,4,0,"100",NA,4,1,0,4,0,13,3,0,0,39,"1","2",0.95,2.94443897916644,0.95,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,0.9,2.19722457733622,0.9,NA,NA,NA,1,"Old"
"2657",0,1,1,2,13,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"106.3.4",0,"2","0","2","nld",4,0,4,2,"100",NA,4,2,0,14,0,13,7,0,0,41,"1","2",0.96,3.17805383034794,0.96,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,0.9,2.19722457733622,0.9,NA,NA,NA,1,"Old"
"2658",0,1,1,2,13,4,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,0,0,0,1,"106.4.4",0,"2","0","2","nld",4,0,4,1,"100",NA,4,1,0,8,0,13,4,0,0,43,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,0.89,2.09074109693377,0.89,NA,NA,NA,1,"Old"
"2659",0,1,1,1.5,13,10,0,0,0,"73","NL","6","3",0,3,"2",0,1,0,1,0,0,1,"106.1.2",1,"3","0","2","nld",2,1,4,1,"5",NA,4,1,0,15,0,13,10,0,0,29,"1","2",0.86,1.81528996663825,0.86,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2660",0,1,0,1.28571428571429,13,7,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"106.2.2",1,"3","0","2","nld",2,1,4,0,"5",NA,4,1,0,9,0,13,7,0,0,31,"1","2",0.86,1.81528996663825,0.86,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2661",0,1,1,1.81818181818182,13,11,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"106.3.2",1,"3","0","2","nld",2,1,4,2,"5",NA,4,2,0,20,0,13,11,0,0,33,"1","2",0.87,1.90095876119305,0.87,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2662",0,1,1,1.625,13,8,0,0,0,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"106.4.2",1,"3","0","2","nld",2,1,4,1,"5",NA,4,1,0,13,0,13,8,0,0,35,"1","2",0.85,1.73460105538811,0.85,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,0.97,3.47609868983527,0.97,NA,NA,NA,1,"Old"
"2663",0,1,1,1.23076923076923,13,13,0,0,0,"73","NL","6","3",0,3,"2",0,1,0,1,0,0,1,"106.1.3",0,"3","0","2","nld",3,0,4,2,"5",NA,4,2,1,16,0,13,13,0,0,2,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2664",0,1,0,1.33333333333333,13,3,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"106.2.3",0,"3","0","2","nld",3,0,4,0,"5",NA,4,1,0,4,0,13,3,0,0,4,"1","2",0.91,2.31363492918063,0.91,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2665",0,1,1,2,13,7,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"106.3.3",0,"3","0","2","nld",3,0,4,2,"5",NA,4,2,0,14,0,13,7,0,0,6,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2666",0,1,1,2,13,4,0,0,0,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"106.4.3",0,"3","0","2","nld",3,1,4,1,"5",NA,4,1,0,8,0,13,4,0,0,8,"1","2",0.87,1.90095876119305,0.87,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 106",0,1,0,0,1,4.59511985013459,1,NA,NA,NA,1,"Old"
"2667",0,1,1,1.30769230769231,13,13,0,0,0,"73","NL","6","3",0,2,"2",0,1,0,0,0,0,1,"107.1.2",0,"2","0","2","nld",2,0,4,2,"100",NA,4,2,1,17,0,13,13,0,0,37,"1","2",0.86,1.81528996663825,0.86,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2668",0,1,0,1.42857142857143,13,7,0,0,0,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"107.2.2",0,"2","0","2","nld",2,0,4,0,"100",NA,4,1,0,10,0,13,7,0,0,39,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 107",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2669",0,1,1,1.81818181818182,13,11,0,0,0,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"107.3.2",0,"2","0","2","nld",2,0,4,2,"100",NA,4,2,0,20,0,13,11,0,0,41,"1","2",0.97,3.47609868983527,0.97,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2670",0,1,1,1.625,13,8,0,0,0,"73","NL","11","3",0,2,"2",0,1,0,0,0,0,1,"107.4.2",0,"2","0","2","nld",2,1,4,1,"100",NA,4,1,0,13,0,13,8,0,0,43,"1","2",0.91,2.31363492918063,0.91,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2671",0,1,1,1.22222222222222,16,9,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,0,0,0,1,"107.1.4",0,"2","0","2","nld",4,0,5,2,"1000",NA,5,2,1,11,0,16,9,0,0,44,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.8,1.38629436111989,0.8,NA,NA,NA,1,"Old"
"2672",0,1,0,1.33333333333333,16,3,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"107.2.4",0,"2","0","2","nld",4,0,5,0,"1000",NA,5,1,0,4,0,16,3,0,0,46,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 107",0,1,0,0,0.81,1.450010175506,0.81,NA,NA,NA,1,"Old"
"2673",0,1,1,2,16,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,0,0,0,1,"107.3.4",0,"2","0","2","nld",4,0,5,2,"1000",NA,5,2,0,14,0,16,7,0,0,48,"1","2",0.97,3.47609868983527,0.97,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.83,1.58562726374038,0.83,NA,NA,NA,1,"Old"
"2674",0,1,1,2,16,4,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,0,0,0,1,"107.4.4",0,"2","0","2","nld",4,1,5,1,"1000",NA,5,1,0,8,0,16,4,0,0,50,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.8,1.38629436111989,0.8,NA,NA,NA,1,"Old"
"2675",0,1,1,1.30769230769231,13,13,0,0,0,"73","NL","6","3",0,3,"2",0,1,0,1,0,0,1,"107.1.1",0,"3","0","2","nld",1,0,4,2,"5",NA,4,2,1,17,0,13,13,0,0,2,"1","2",0.8,1.38629436111989,0.8,NA,NA,NA,0,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,1,"Old"
"2676",0,1,0,1.42857142857143,13,7,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"107.2.1",0,"3","0","2","nld",1,0,4,0,"5",NA,4,1,0,10,0,13,7,0,0,4,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,0,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 107",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,1,"Old"
"2677",0,1,1,1.81818181818182,13,11,0,0,0,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"107.3.1",0,"3","0","2","nld",1,0,4,2,"5",NA,4,2,0,20,0,13,11,0,0,6,"1","2",0.94,2.75153531304195,0.94,NA,NA,NA,0,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,1,"Old"
"2678",0,1,1,1.625,13,8,0,0,0,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"107.4.1",0,"3","0","2","nld",1,1,4,1,"5",NA,4,1,0,13,0,13,8,0,0,8,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,0,NA,NA,"1","0","1",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.98,3.89182029811063,0.98,NA,NA,NA,1,"Old"
"2679",0,1,1,1.36666666666667,16,15,0,0,1,"73","NL","6","3",0,3,"2",0,1,0,0,0,0,1,"107.1.3",1,"3","0","2","nld",3,1,5,3,"7",NA,5,3,1,41,0,16,30,0,0,7,"2","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2680",0,1,0,1.42857142857143,16,7,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"107.2.3",1,"3","0","2","nld",3,1,5,0,"7",NA,5,1,0,10,0,16,7,0,0,9,"1","2",0.95,2.94443897916644,0.95,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 107",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2681",0,1,1,1.81818181818182,16,11,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"107.3.3",1,"3","0","2","nld",3,1,5,2,"7",NA,5,2,0,20,0,16,11,0,0,11,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2682",0,1,1,1.625,16,8,0,0,1,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"107.4.3",1,"3","0","2","nld",3,1,5,1,"7",NA,5,1,0,13,0,16,8,0,0,13,"1","2",0.89,2.09074109693377,0.89,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 107",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2683",0,1,1,1.5,14,10,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,1,0,0,1,"108.1.1",1,"2","0","2","nld",1,1,7,1,"100",NA,7,1,0,15,0,28,10,0,0,2,"1","2",0.77,1.20831120592453,0.77,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.94,2.75153531304195,0.94,NA,NA,NA,1,"Old"
"2684",0,1,0,1.28571428571429,14,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"108.2.1",1,"2","0","2","nld",1,0,7,0,"100",NA,7,1,0,9,0,28,7,0,0,10,"1","2",0.92,2.44234703536921,0.92,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2685",0,1,1,2.5,14,8,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"108.3.1",1,"2","0","2","nld",1,0,7,2,"100",NA,7,2,0,20,0,28,8,0,0,11,"1","2",0.87,1.90095876119305,0.87,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 108",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2686",0,1,1,1.75,14,8,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,1,0,0,1,"108.4.1",1,"2","0","2","nld",1,0,7,1,"100",NA,7,1,0,14,0,28,8,0,0,12,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,0,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2687",0,1,1,1.5,14,10,0,0,1,"73","NL","6","3",0,3,"2",0,1,0,1,0,0,1,"108.1.2",1,"2","0","2","nld",2,0,7,1,"11",NA,7,1,0,15,0,28,10,0,0,31,"1","2",0.77,1.20831120592453,0.77,NA,NA,NA,1,NA,NA,"1","2","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.91,2.31363492918063,0.91,NA,NA,NA,1,"Old"
"2688",0,1,0,1.28571428571429,14,7,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,1,0,0,1,"108.2.2",1,"2","0","2","nld",2,0,7,0,"11",NA,7,1,0,9,0,28,7,0,0,32,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","2","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.93,2.58668934409794,0.93,NA,NA,NA,1,"Old"
"2689",0,1,1,2.5,14,8,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,1,0,0,1,"108.3.2",1,"2","0","2","nld",2,0,7,2,"11",NA,7,2,0,20,0,28,8,0,0,33,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","2","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 108",0,1,0,0,0.94,2.75153531304195,0.94,NA,NA,NA,1,"Old"
"2690",0,1,1,1.75,14,8,0,0,1,"73","NL","11","3",0,3,"2",0,1,0,1,0,0,1,"108.4.2",1,"2","0","2","nld",2,0,7,1,"11",NA,7,1,0,14,0,28,8,0,0,34,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,1,NA,NA,"1","2","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.93,2.58668934409794,0.93,NA,NA,NA,1,"Old"
"2691",0,1,1,1.5,14,10,0,0,1,"73","NL","6","3",0,3,"2",0,1,0,0,0,0,1,"108.1.3",1,"3","0","2","nld",3,1,7,1,"5",NA,7,1,0,15,0,29,10,0,0,29,"1","2",0.73,0.994622575144062,0.73,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.9,2.19722457733622,0.9,NA,NA,NA,1,"Old"
"2692",0,1,0,1.28571428571429,14,7,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"108.2.3",1,"3","0","2","nld",3,0,7,0,"5",NA,7,1,0,9,0,29,7,0,0,30,"1","2",0.84,1.65822807660353,0.84,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.93,2.58668934409794,0.93,NA,NA,NA,1,"Old"
"2693",0,1,1,1.81818181818182,14,11,0,0,1,"73","NL","4","3",0,3,"2",0,1,0,0,0,0,1,"108.3.3",1,"3","0","2","nld",3,0,7,2,"5",NA,7,2,0,20,0,29,11,0,0,31,"1","2",0.86,1.81528996663825,0.86,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 108",0,1,0,0,0.93,2.58668934409794,0.93,NA,NA,NA,1,"Old"
"2694",0,1,1,1.75,14,8,0,0,1,"73","NL","11","3",0,3,"2",0,1,0,0,0,0,1,"108.4.3",1,"3","0","2","nld",3,0,7,1,"5",NA,7,1,0,14,0,29,8,0,0,32,"1","2",0.79,1.3249254147436,0.79,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 108",0,1,0,0,0.92,2.44234703536921,0.92,NA,NA,NA,1,"Old"
"2695",0,1,1,1.5,13,10,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,1,0,0,1,"109.1.1",0,"2","0","2","nld",1,0,4,2,"38",NA,4,2,0,15,0,13,10,0,0,2,"1","2",0.83,1.58562726374038,0.83,NA,NA,NA,0,NA,NA,"1","4","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2696",0,1,0,1.28571428571429,13,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"109.2.1",0,"2","0","2","nld",1,0,4,0,"38",NA,4,1,0,9,0,13,7,0,0,3,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,0,NA,NA,"1","4","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2697",0,1,1,1.81818181818182,13,11,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"109.3.1",0,"2","0","2","nld",1,0,4,2,"38",NA,4,2,0,20,0,13,11,0,0,4,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,0,NA,NA,"1","4","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2698",0,1,1,1.75,13,8,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,1,0,0,1,"109.4.1",0,"2","0","2","nld",1,0,4,1,"38",NA,4,1,0,14,0,13,8,0,0,5,"1","2",0.9,2.19722457733622,0.9,NA,NA,NA,0,NA,NA,"1","4","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2699",0,1,1,1.5,15,10,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,1,0,0,1,"109.1.2",1,"2","0","2","nld",2,1,4,2,"11",NA,4,2,0,15,0,15,10,0,0,20,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.95,2.94443897916644,0.95,NA,NA,NA,1,"Old"
"2700",0,1,0,1.28571428571429,15,7,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"109.2.2",1,"2","0","2","nld",2,0,4,0,"11",NA,4,1,0,9,0,15,7,0,0,21,"1","2",0.93,2.58668934409794,0.93,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,0,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2701",0,1,1,1.81818181818182,15,11,0,0,1,"73","NL","4","3",0,2,"2",0,1,0,1,0,0,1,"109.3.2",1,"2","0","2","nld",2,0,4,2,"11",NA,4,2,0,20,0,15,11,0,0,22,"1","2",0.95,2.94443897916644,0.95,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2702",0,1,1,1.75,15,8,0,0,1,"73","NL","11","3",0,2,"2",0,1,0,1,0,0,1,"109.4.2",1,"2","0","2","nld",2,0,4,1,"11",NA,4,1,0,14,0,15,8,0,0,23,"1","2",0.89,2.09074109693377,0.89,NA,NA,NA,1,NA,NA,"1","0","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.96,3.17805383034794,0.96,NA,NA,NA,1,"Old"
"2703",0,1,1,1.5,13,10,0,0,1,"73","NL","6","3",0,2,"2",0,1,0,1,0,0,1,"109.1.3",1,"2","0","2","nld",3,1,4,2,"100",NA,4,2,0,15,0,13,10,0,0,2,"1","2",0.82,1.51634748936809,0.82,NA,NA,NA,1,NA,NA,"1","3","2",1,1,NA,NA,NA,NA,NA,NA,1,1,"Old 109",0,1,0,0,0.72,0.944461608840851,0.72,NA,NA,NA,1,"Old"
