"","absolute","balance","battery","centrality","coder","conc_complex","conc_simple","concept","country","dom_backgrou","dom_consumer","dom_european","dom_family","dom_health","dom_leisure","dom_other","dom_personal","dom_work","domain","dont_know","encourage","fixrefpoints","form_basic","gradation","highest_num","instr_interv","instr_respon","intpoldomain","intr_request","intropresent","item_admin","item_name","knowledge","labels","labels_gramm","labels_order","language","motivation","nabst_ans","nabst_quest","natpoldomain","ncategories","nfrequencies","nnouns_ans","nnouns_quest","nsents_intro","nsents_quest","nsub_quest","nsyll_ans","nsyll_quest","num_isents","numsub_intro","nwords_ans","nwords_intro","nwords_quest","opinionother","question","question_id","questiontype","ref_period","scal_neutral","scale_basic","scale_corres","scale_max","scale_trange","scale_urange","showc_boxes","showc_horiz","showc_letter","showc_over","showc_pict","showc_quest","showc_start","socdesir","stimulus","study","subjectiveop","symmetry","used_WH_word","usedshowcard","WH_word"
"4120",0,0,NA,3,"irmtraud",NA,NA,1,"PT",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,NA,1,0,NA,1,0,NA,NA,0,"HS6","testc6",NA,NA,NA,NA,"por",0,2,4,NA,NA,NA,4,5,NA,2,2,27,35,NA,NA,NA,NA,26,0,NA,8428,2,2,NA,1,NA,NA,NA,NA,0,0,1,1,0,0,0,2,0,"ESS Round 4",1,NA,0,1,NA
"4121",0,0,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,0,1,"HS7","testc7",2,2,0,1,"por",1,0,5,12,11,NA,0,6,1,2,3,9,59,NA,0,NA,9,32,0,0,8429,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4122",0,0,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,1,NA,1,1,NA,NA,0,"HS8","testc8",NA,2,0,1,"por",0,0,5,1,11,NA,0,6,NA,2,1,9,40,NA,NA,NA,NA,25,0,NA,8430,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4123",0,0,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,0,0,NA,NA,0,"HS9","testc9",NA,2,0,1,"por",0,0,6,3,11,NA,0,6,NA,1,1,9,26,NA,NA,NA,NA,16,0,NA,8431,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4124",0,0,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,NA,1,1,NA,NA,0,"HS10","testc10",NA,3,0,2,"por",0,2,6,12,5,NA,2,7,NA,1,4,18,39,NA,NA,NA,NA,24,0,0,8432,2,1,1,0,3,NA,0,NA,0,0,1,1,0,0,0,1,0,"ESS Round 4",0,NA,1,1,11
"4125",0,0,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,NA,0,0,NA,NA,0,"HS11","testc11",NA,3,0,2,"por",0,2,1,1,5,NA,2,3,NA,1,3,18,36,NA,NA,NA,NA,21,0,NA,8433,1,1,1,0,3,NA,0,NA,0,0,1,1,0,0,0,1,0,"ESS Round 4",0,NA,0,1,NA
"4126",0,0,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,NA,0,0,NA,NA,0,"HS12","testc12",NA,3,0,2,"por",0,2,3,1,5,NA,2,3,NA,1,2,18,29,NA,NA,NA,NA,18,0,NA,8434,1,1,1,0,3,NA,0,NA,0,0,1,1,0,0,0,1,0,"ESS Round 4",0,NA,0,1,NA
"4127",0,0,NA,1,"irmtraud",NA,NA,5,"PT",NA,NA,NA,NA,NA,9,NA,NA,NA,14,2,0,1,2,1,NA,1,1,NA,NA,0,"HS13","testc13",NA,3,0,1,"por",0,0,4,NA,7,NA,0,6,NA,2,2,14,29,NA,NA,NA,NA,18,0,0,8435,1,2,3,0,1,NA,0,NA,0,0,1,1,NA,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4128",0,0,NA,1,"irmtraud",NA,NA,5,"PT",NA,NA,NA,NA,NA,8,NA,NA,NA,14,2,0,1,2,1,NA,1,1,NA,NA,0,"HS14","testc14",NA,3,0,1,"por",0,0,4,NA,7,NA,0,6,NA,2,1,14,28,NA,NA,NA,NA,17,0,NA,8436,1,2,3,0,1,NA,0,NA,0,0,1,1,NA,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4129",0,0,NA,1,"irmtraud",NA,NA,5,"PT",NA,NA,NA,NA,NA,7,NA,NA,NA,14,2,0,1,2,1,NA,1,0,NA,NA,0,"HS15","testc15",NA,3,0,1,"por",0,0,4,NA,7,NA,0,5,NA,1,1,14,21,NA,NA,NA,NA,13,0,NA,8437,1,2,3,0,1,NA,0,NA,0,0,1,1,NA,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4130",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,1,1,NA,0,1,"HS16","testc16",2,2,0,1,"por",1,2,10,3,6,NA,2,12,1,3,6,14,92,NA,0,NA,9,57,0,0,8438,2,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",1,NA,1,1,11
"4131",0,NA,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS17","testc17",NA,2,0,1,"por",0,2,1,3,6,NA,2,1,NA,1,0,14,7,NA,NA,NA,NA,4,NA,NA,8439,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4132",0,NA,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,0,NA,NA,0,0,NA,NA,0,"HS18","testc18",NA,2,0,1,"por",0,2,1,3,6,NA,2,1,NA,1,0,14,4,NA,NA,NA,NA,2,NA,NA,8440,NA,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,1,"ESS Round 4",NA,NA,NA,1,NA
"4133",0,0,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,1,1,NA,1,0,NA,NA,0,"HS19","testc19",NA,3,0,2,"por",0,0,6,12,5,NA,0,6,NA,2,1,26,51,NA,NA,NA,NA,29,0,0,8441,2,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",0,1,1,1,11
"4134",0,NA,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"HS20","testc20",NA,3,0,2,"por",0,0,2,1,5,NA,0,2,NA,1,1,26,21,NA,NA,NA,NA,11,NA,NA,8442,NA,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4135",0,NA,NA,2,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"HS21","testc21",NA,3,0,2,"por",0,0,4,3,5,NA,0,4,NA,1,0,26,26,NA,NA,NA,NA,14,NA,NA,8443,NA,2,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4136",0,0,NA,1,"irmtraud",NA,1,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,0,NA,NA,0,"HS22","testc22",3,2,0,1,"por",1,2,3,5,11,NA,2,4,NA,2,0,12,25,NA,NA,NA,NA,14,0,0,8444,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4137",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,0,1,NA,NA,0,"HS23","testc23",NA,2,0,1,"por",0,2,1,5,11,NA,2,2,NA,1,1,12,23,NA,NA,NA,NA,13,0,NA,8445,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4138",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,0,0,NA,NA,0,"HS24","testc24",NA,2,0,1,"por",0,2,1,5,11,NA,2,1,NA,1,1,12,15,NA,NA,NA,NA,9,0,NA,8446,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4139",0,0,NA,3,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,1,1,NA,NA,0,"HS25","testc25",2,2,1,1,"por",1,2,6,NA,6,NA,3,9,NA,2,6,23,82,NA,NA,NA,NA,54,0,NA,8447,2,2,3,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",1,1,0,1,NA
"4140",0,0,NA,3,"irmtraud",NA,NA,1,"PT",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,1,0,NA,NA,0,"HS26","testc26",NA,2,1,1,"por",0,0,2,NA,6,NA,0,4,NA,1,3,12,32,NA,NA,NA,NA,24,0,NA,8448,2,2,3,0,1,NA,1,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",1,1,0,1,NA
"4141",0,0,NA,3,"irmtraud",NA,NA,1,"PT",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,1,0,NA,NA,0,"HS27","testc27",NA,2,1,1,"por",0,2,3,NA,6,NA,4,5,NA,1,3,34,33,NA,NA,NA,NA,23,0,NA,8449,2,2,3,0,1,NA,0,1,0,1,1,0,0,0,0,2,0,"ESS Round 4",1,1,0,1,NA
"4142",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,1,1,NA,0,1,"HS28","testc28",2,2,0,1,"por",1,2,8,3,11,NA,2,10,1,4,5,14,77,NA,0,NA,9,48,0,NA,8450,2,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,0,"ESS Round 4",1,NA,1,1,11
"4143",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,NA,1,1,NA,0,1,"HS29","testc29",2,2,0,1,"por",1,2,8,3,11,NA,2,10,1,4,5,14,77,NA,0,NA,9,48,0,NA,8451,2,2,3,0,1,NA,1,0,0,1,1,0,0,0,0,1,0,"ESS Round 4",1,NA,1,1,11
"4144",0,NA,NA,2,"irmtraud",NA,3,7,"PT",NA,NA,NA,NA,9,NA,NA,NA,NA,3,2,NA,3,0,NA,NA,0,0,NA,NA,0,"HS30","testc30",NA,3,0,2,"por",0,0,1,NA,5,NA,0,4,NA,1,0,22,27,NA,NA,NA,NA,12,NA,NA,8452,NA,2,1,0,3,NA,1,1,NA,0,0,1,NA,NA,NA,1,0,"ESS Round 4",NA,1,NA,1,NA
"4145",0,0,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,1,1,NA,1,1,NA,NA,0,"HS31","testc31",NA,3,0,2,"por",0,0,6,12,5,NA,0,7,NA,2,3,26,47,NA,NA,NA,NA,27,0,0,8453,2,1,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",0,1,1,1,11
"4146",0,NA,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"HS32","testc32",NA,3,0,2,"por",0,0,1,1,5,NA,0,3,NA,1,2,26,30,NA,NA,NA,NA,15,NA,NA,8454,NA,1,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4147",0,NA,NA,1,"irmtraud",NA,6,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,0,NA,NA,0,0,NA,NA,0,"HS33","testc33",NA,3,0,2,"por",0,0,3,1,5,NA,0,3,NA,1,1,26,24,NA,NA,NA,NA,13,NA,NA,8455,NA,1,1,0,3,NA,1,1,0,0,1,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4148",0,0,NA,1,"irmtraud",NA,1,7,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,0,NA,NA,0,"HS34","testc34",3,2,0,1,"por",1,2,6,5,11,NA,2,7,NA,2,3,6,47,NA,NA,NA,NA,25,0,NA,8456,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4149",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,1,1,NA,NA,0,"HS35","testc35",2,2,0,1,"por",1,2,3,5,11,NA,2,4,NA,1,4,6,45,NA,NA,NA,NA,24,0,NA,8457,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4150",0,0,NA,1,"irmtraud",NA,NA,2,"PT",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,1,NA,0,0,NA,NA,0,"HS36","testc36",2,2,0,1,"por",1,2,3,5,11,NA,2,4,NA,1,3,6,42,NA,NA,NA,NA,23,0,NA,8458,1,2,1,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,"ESS Round 4",0,1,1,1,5
"4151",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,9,NA,NA,NA,14,2,0,7,2,1,NA,1,1,NA,NA,0,"A1","TVTOT",NA,3,0,1,"nor",0,11,3,NA,8,NA,11,5,NA,2,1,65,34,NA,NA,NA,NA,22,0,0,8459,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4152",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,8,NA,NA,NA,14,2,0,7,2,1,NA,1,1,NA,NA,0,"A3","RDTOT",NA,3,0,1,"nor",0,11,2,NA,8,NA,11,3,NA,1,1,65,25,NA,NA,NA,NA,17,0,0,8460,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,0,0,"ESS Round 4",0,NA,1,1,9
"4153",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,7,NA,NA,NA,14,2,0,7,2,1,NA,1,1,NA,NA,0,"A5","NWSPTOT",NA,3,0,1,"nor",0,11,2,NA,8,NA,11,3,NA,1,1,65,24,NA,NA,NA,NA,16,0,0,8461,1,2,3,0,1,NA,0,NA,NA,0,0,1,0,0,0,1,0,"ESS Round 4",0,NA,1,1,9
"4154",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,1,1,NA,NA,0,"A8","PPLTRST",NA,2,1,1,"nor",0,0,2,NA,11,NA,2,5,NA,2,5,18,82,NA,NA,NA,NA,57,0,0,8462,1,2,1,0,1,NA,1,1,0,0,1,0,0,0,0,1,0,"ESS Round 4",0,1,0,1,NA
"4155",0,0,NA,2,"caroline",NA,NA,1,"NO",NA,NA,NA,NA,NA,NA,NA,4,NA,11,2,0,1,1,1,NA,1,1,NA,NA,0,"A9","PPLFAIR",NA,2,1,1,"nor",0,0,0,NA,11,NA,2,1,NA,1,2,27,36,NA,NA,NA,NA,24,0,0,8463,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,0,1,NA
"4156",0,0,NA,1,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"B25","STFECO",NA,2,0,1,"nor",0,0,1,12,11,NA,0,3,NA,2,0,9,26,NA,NA,NA,NA,22,0,0,8464,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4157",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"B26","STFGOV",NA,2,0,1,"nor",0,0,2,1,11,NA,0,3,NA,2,1,9,24,NA,NA,NA,NA,17,0,0,8465,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4158",0,0,NA,1,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,3,2,1,NA,1,1,NA,NA,0,"B27","STFDEM",NA,2,0,1,"nor",0,0,1,3,11,NA,0,2,NA,1,2,9,25,NA,NA,NA,NA,15,0,0,8466,1,2,1,0,1,NA,1,1,0,1,1,0,0,0,0,1,0,"ESS Round 4",0,1,1,1,10
"4159",0,0,NA,2,"caroline",NA,6,7,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,1,1,NA,1,0,NA,NA,0,"B30","GINCDIF",NA,3,0,2,"nor",0,0,4,12,5,NA,0,5,NA,2,2,21,47,NA,NA,NA,NA,22,0,0,8467,2,1,1,0,3,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",0,1,1,1,11
"4160",0,NA,NA,2,"caroline",NA,6,7,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,0,NA,NA,0,0,NA,NA,0,"B31","FREEHMS",NA,3,0,2,"nor",0,0,3,1,5,NA,0,3,NA,1,0,21,23,NA,NA,NA,NA,14,NA,0,8468,NA,1,1,0,3,NA,1,1,NA,0,0,1,0,0,0,1,1,"ESS Round 4",NA,1,NA,1,NA
"4161",0,0,NA,2,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,9,NA,NA,NA,14,3,0,NA,2,1,NA,0,1,NA,NA,0,"HS1","testc1",NA,NA,NA,NA,"nor",0,2,5,NA,NA,24,2,6,NA,2,1,5,33,NA,NA,NA,NA,22,0,0,8469,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4162",0,0,NA,2,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,8,NA,NA,NA,14,3,0,NA,2,1,NA,0,1,NA,NA,0,"HS2","testc2",NA,NA,NA,NA,"nor",0,2,5,NA,NA,24,2,6,NA,2,0,5,35,NA,NA,NA,NA,22,0,0,8470,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4163",0,0,NA,2,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,7,NA,NA,NA,14,3,0,NA,2,1,NA,0,1,NA,NA,0,"HS3","testc3",NA,NA,NA,NA,"nor",0,2,6,NA,NA,24,2,6,NA,2,0,5,34,NA,NA,NA,NA,21,0,0,8471,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4164",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,1,NA,0,1,NA,NA,0,"HS4","testc4",NA,NA,NA,NA,"nor",0,0,0,NA,NA,24,1,3,NA,2,2,18,39,NA,NA,NA,NA,30,0,0,8472,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,0,0,NA
"4165",0,0,NA,2,"caroline",NA,NA,1,"NO",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,1,NA,0,1,NA,NA,0,"HS5","testc5",NA,NA,NA,NA,"nor",0,0,1,NA,NA,NA,2,3,NA,2,1,27,41,NA,NA,NA,NA,28,0,0,8473,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,0,0,NA
"4166",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,4,NA,11,3,0,NA,1,1,NA,0,1,NA,NA,0,"HS6","testc6",NA,NA,NA,NA,"nor",0,2,2,NA,NA,NA,3,4,NA,2,1,16,30,NA,NA,NA,NA,21,0,0,8474,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,0,0,NA
"4167",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,2,1,NA,0,1,NA,NA,0,"HS7","testc7",NA,2,0,1,"nor",0,0,1,12,11,NA,0,3,NA,2,0,5,35,NA,NA,NA,NA,20,0,0,8475,1,2,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,1,0,10
"4168",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,2,1,NA,0,1,NA,NA,0,"HS8","testc8",NA,2,0,1,"nor",0,0,1,1,11,NA,0,5,NA,3,1,5,28,NA,NA,NA,NA,20,0,0,8476,1,2,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,1,0,10
"4169",0,0,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,2,1,NA,0,1,NA,NA,0,"HS9","testc9",NA,2,0,1,"nor",0,0,2,3,11,NA,0,3,NA,1,1,5,25,NA,NA,NA,NA,15,0,0,8477,1,2,1,0,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,1,0,10
"4170",0,0,NA,2,"caroline",NA,6,7,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS10","testc10",NA,3,1,2,"nor",0,1,2,12,5,NA,1,3,NA,1,1,45,32,NA,NA,NA,NA,14,0,0,8478,1,1,1,0,3,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,0,0,NA
"4171",0,0,NA,2,"caroline",NA,6,7,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS11","testc11",NA,3,1,2,"nor",0,1,1,1,5,NA,1,4,NA,2,1,45,37,NA,NA,NA,NA,24,0,0,8479,1,1,1,0,3,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,0,0,NA
"4172",0,0,NA,2,"caroline",NA,6,7,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,3,1,1,NA,0,1,NA,NA,0,"HS12","testc12",NA,3,1,2,"nor",0,1,3,1,5,NA,1,4,NA,2,1,45,37,NA,NA,NA,NA,22,0,0,8480,1,1,1,0,3,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,1,0,0,NA
"4173",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,9,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS13","testc13",NA,3,0,1,"nor",0,7,2,NA,7,NA,7,3,NA,1,0,26,22,NA,NA,NA,NA,16,0,0,8481,1,2,3,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4174",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,8,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS14","testc14",NA,3,0,1,"nor",0,7,2,NA,7,NA,7,3,NA,1,0,26,24,NA,NA,NA,NA,16,0,0,8482,1,2,3,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4175",0,0,NA,1,"caroline",NA,NA,5,"NO",NA,NA,NA,NA,NA,7,NA,NA,NA,14,3,0,1,2,1,NA,0,1,NA,NA,0,"HS15","testc15",NA,3,0,1,"nor",0,7,2,NA,7,NA,7,3,NA,1,0,26,23,NA,NA,NA,NA,15,0,0,8483,1,2,3,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"ESS Round 4",0,NA,1,0,9
"4176",0,1,NA,1,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,1,NA,0,1,NA,NA,0,"HS16","testc16",NA,2,0,1,"nor",0,2,3,3,5,NA,2,5,NA,2,1,12,34,NA,NA,NA,NA,21,0,0,8484,2,2,3,0,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",0,1,1,0,11
"4177",0,NA,NA,1,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,0,NA,NA,0,1,NA,NA,0,"HS17","testc17",NA,2,0,1,"nor",0,2,1,3,5,NA,2,1,NA,1,0,12,4,NA,NA,NA,NA,1,NA,NA,8485,NA,2,3,0,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",NA,1,NA,0,NA
"4178",0,NA,NA,1,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,2,0,NA,NA,0,1,NA,NA,0,"HS18","testc18",NA,2,0,1,"nor",0,2,0,3,5,NA,2,1,NA,1,0,12,4,NA,NA,NA,NA,1,NA,NA,8486,NA,2,3,0,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",NA,1,NA,0,NA
"4179",0,NA,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,0,NA,NA,0,1,NA,NA,0,"HS19","testc19",NA,3,0,2,"nor",0,0,1,12,5,NA,0,3,NA,2,0,21,34,NA,NA,NA,NA,19,NA,0,8487,NA,2,1,0,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",NA,1,NA,0,NA
"4180",0,NA,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,0,NA,NA,0,1,NA,NA,0,"HS20","testc20",NA,3,0,2,"nor",0,0,1,1,5,NA,0,3,NA,2,0,21,21,NA,NA,NA,NA,14,NA,0,8488,NA,2,1,0,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",NA,1,NA,0,NA
"4181",0,NA,NA,2,"caroline",NA,NA,2,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,0,NA,NA,0,1,NA,NA,0,"HS21","testc21",NA,3,0,2,"nor",0,0,2,3,5,NA,0,4,NA,2,2,21,28,NA,NA,NA,NA,17,NA,NA,8489,NA,2,1,0,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,"ESS Round 4",NA,1,NA,0,NA
